Equipamento;Razão Social;Situação;Taxa de Depreciação;Valor do Equipamento;
MESA CIRÚRGICA;1;Não Obsoleto;87%;12657.53;
MESA CIRÚRGICA;1;Não Obsoleto;87%;21517.81;
MESA CIRÚRGICA;1;Não Obsoleto;88%;8801.20;
MESA CIRÚRGICA;1;Não Obsoleto;88%;8801.20;
MESA CIRÚRGICA;1;Não Obsoleto;88%;8801.20;
MESA CIRÚRGICA;1;Não Obsoleto;87%;12657.53;
MESA CIRÚRGICA;1;Não Obsoleto;88%;8421.21;
MESA CIRÚRGICA;1;Não Obsoleto;87%;2531.51;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
BANHO MARIA;3;Não Obsoleto;37%;2038.15;
BANHO MARIA;3;Não Obsoleto;37%;1429.21;
BALANÇA SEMI-ANALÍTICA;3;Obsoleto;107%;-477.26;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
BANHO SECO;3;Obsoleto;107%;-128.49;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
BANHO SECO;3;Obsoleto;107%;-128.49;
BANHO SECO;3;Obsoleto;107%;-128.49;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROPIPETA;1;Não Obsoleto;87%;394.66;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;1527.76;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
VENTILADOR PULMONAR DE TRANSPORTE;2;Não Obsoleto;76%;18328.77;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
VAPORIZADOR UNIVERSAL;2;Não Obsoleto;37%;2194.93;
CONJUNTO DE PISTOLAS PRESSURIZADAS (GENÉRICO);2;Não Obsoleto;7%;0.00;
EQUIPAMENTO CONSIGNADO;2;Não Obsoleto;7%;0.00;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO;1;Não Obsoleto;87%;2531.51;
MICROSCÓPIO CIRÚRGICO;1;Não Obsoleto;87%;185372.63;
MICROSCÓPIO CIRÚRGICO;1;Não Obsoleto;87%;185372.63;
MICROSCÓPIO CIRÚRGICO;6;Não Obsoleto;87%;185372.63;
MICROSCÓPIO DE IMUNOFLUORESCÊNCIA;1;Não Obsoleto;80%;20149.81;
ESFIGMOMANÔMETRO DE PAREDE;4;Não Obsoleto;27%;666.04;
ESFIGMOMANÔMETRO DE PAREDE;4;Não Obsoleto;27%;666.04;
ESFIGMOMANÔMETRO DE PAREDE;4;Não Obsoleto;9%;0.00;
ESTATIVA;4;Obsoleto;111%;-5276.15;
MÓDULO DE NÍVEL DE CONSCIÊNCIA;1;Não Obsoleto;87%;3164.38;
MÓDULO MULTIPARAMÉTRICO;1;Não Obsoleto;87%;1898.63;
MONITOR;1;Não Obsoleto;82%;1778.08;
MONITOR;1;Não Obsoleto;83%;1547.82;
MONITOR;1;Não Obsoleto;83%;1547.82;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;87%;886.03;
AGITADOR;2;Não Obsoleto;37%;1254.25;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;7;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
BANHO SECO;3;Obsoleto;107%;-128.49;
BANHO SECO;3;Obsoleto;107%;-128.49;
CENTRÍFUGA;3;Obsoleto;107%;-3671.23;
CENTRÍFUGA;3;Obsoleto;107%;-367.12;
CENTRÍFUGA;3;Obsoleto;107%;-2202.74;
CENTRÍFUGA;3;Obsoleto;107%;-3671.23;
CENTRÍFUGA;3;Obsoleto;107%;-3671.23;
CENTRÍFUGA;3;Obsoleto;107%;-3671.23;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
CENTRÍFUGA;3;Obsoleto;107%;-3671.23;
CENTRÍFUGA;3;Obsoleto;107%;-3671.23;
AGITADOR;2;Não Obsoleto;37%;1254.25;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MONITOR MULTIPARAMÉTRICO;1;Não Obsoleto;87%;2531.51;
MOTOR PARA IMPLANTE DENTÁRIO;1;Não Obsoleto;87%;2151.78;
ONDAS CURTAS;7;Não Obsoleto;87%;886.03;
OXIMETRO DE PULSO;1;Não Obsoleto;87%;379.73;
OXIMETRO DE PULSO;7;Não Obsoleto;87%;379.73;
OXIMETRO DE PULSO;6;Não Obsoleto;87%;389.85;
OXIMETRO DE PULSO;1;Não Obsoleto;87%;379.73;
OXIMETRO DE PULSO;6;Não Obsoleto;87%;389.85;
ESTATIVA;4;Obsoleto;107%;-7342.47;
ESTATIVA;4;Obsoleto;107%;-7342.47;
ESTATIVA;4;Obsoleto;107%;-7342.47;
ESTATIVA;4;Obsoleto;107%;-7342.47;
ESTATIVA;4;Obsoleto;107%;-7342.47;
PHMETRO;1;Não Obsoleto;87%;483.01;
PHMETRO;1;Não Obsoleto;87%;483.01;
AGITADOR MAGNÉTICO;2;Não Obsoleto;37%;815.26;
AGITADOR MAGNÉTICO;2;Não Obsoleto;37%;815.26;
AGITADOR MAGNÉTICO;2;Não Obsoleto;27%;945.26;
AGITADOR DE TUBOS;2;Não Obsoleto;37%;940.68;
AGITADOR DE TUBOS;2;Não Obsoleto;37%;940.68;
AGITADOR DE TUBOS;2;Não Obsoleto;37%;940.68;
AGITADOR DE TUBOS;2;Não Obsoleto;16%;1265.75;
AQUECEDOR DE MICROPLACA;2;Não Obsoleto;37%;3135.62;
ANALISADOR A LASER;2;Não Obsoleto;37%;81776.88;
AQUECEDOR DE TUBOS;2;Não Obsoleto;67%;4902.74;
BALANÇA ANALÍTICA;2;Obsoleto;117%;-1487.98;
BALANÇA ANALÍTICA;2;Obsoleto;117%;-1487.98;
BALANÇA ANALÍTICA;2;Obsoleto;152%;-4438.09;
PIPETADOR;1;Não Obsoleto;87%;759.45;
PIPETADOR;1;Não Obsoleto;87%;126.58;
PIPETADOR;1;Não Obsoleto;87%;759.45;
PIPETADOR AUTOMATIZADO;1;Obsoleto;101%;-1521.04;
BALANÇA ANALÍTICA;2;Não Obsoleto;87%;1086.02;
BALANÇA ANALÍTICA;2;Não Obsoleto;37%;5380.72;
BALANÇA ANALÍTICA;2;Não Obsoleto;37%;5380.72;
PREPARADOR DE AMOSTRAS;1;Obsoleto;101%;-1106.20;
PROCESSADOR HISTOLÓGICO DE TECIDOS;1;Não Obsoleto;87%;15189.04;
PROCESSADORA DE IMAGEM;1;Não Obsoleto;83%;12614.01;
PROCESSADORA DE IMAGEM;1;Não Obsoleto;83%;12614.01;
BALANÇA ANALÍTICA;2;Não Obsoleto;17%;38346.04;
BANHO MARIA;2;Obsoleto;117%;-395.23;
BANHO MARIA;2;Não Obsoleto;87%;288.47;
BANHO MARIA;2;Não Obsoleto;87%;288.47;
RAIO-X MÓVEL;7;Não Obsoleto;87%;50630.14;
RAIO-X MÓVEL;7;Não Obsoleto;87%;50630.14;
REANIMADOR;6;Não Obsoleto;87%;50.63;
REANIMADOR;6;Não Obsoleto;87%;50.63;
REFRATOR DE GREENS;1;Não Obsoleto;87%;2143.43;
REFRATOR DE GREENS;1;Não Obsoleto;87%;2143.43;
REGULADOR DE VÁCUO TORÁCICO;1;Não Obsoleto;87%;429.72;
REPIPETADOR;1;Não Obsoleto;87%;184.42;
SIMULADOR DE OXIMETRIA;6;Não Obsoleto;87%;79.01;
TACÔMETRO DIGITAL;1;Não Obsoleto;87%;63.29;
TERMOCICLADOR;1;Não Obsoleto;87%;3491.20;
TERMOCICLADOR;1;Não Obsoleto;87%;3491.20;
CENTRÍFUGA;3;Não Obsoleto;37%;18813.70;
BANHO MARIA;2;Não Obsoleto;56%;991.52;
BANHO MARIA;2;Não Obsoleto;37%;1429.21;
BANHO MARIA;2;Não Obsoleto;37%;1429.21;
BANHO MARIA;2;Não Obsoleto;37%;2038.15;
BANHO MARIA;2;Não Obsoleto;37%;2038.15;
CENTRÍFUGA;3;Não Obsoleto;37%;3135.62;
BALANÇA SEMI-ANALÍTICA;2;Obsoleto;117%;-1127.26;
BALANÇA SEMI-ANALÍTICA;2;Obsoleto;107%;-477.26;
CENTRÍFUGA REFRIGERADA;3;Obsoleto;107%;-5139.73;
ESTATIVA;4;Obsoleto;107%;-7342.47;
BALANÇA SEMI-ANALÍTICA;2;Não Obsoleto;37%;4501.49;
BANHO SECO;2;Não Obsoleto;87%;221.51;
BANHO SECO;2;Não Obsoleto;64%;623.29;
TERMOHIGRÔMETRO DIGITAL;8;Não Obsoleto;87%;15.19;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;87%;15.19;
BANHO SECO;2;Não Obsoleto;62%;939.73;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;87%;15.19;
BANHO SECO;2;Obsoleto;115%;-268.97;
BANHO SECO;2;Não Obsoleto;37%;1097.47;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;7;Não Obsoleto;87%;15.19;
TERMÔMETRO;7;Não Obsoleto;43%;68.12;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
BANHO SECO;2;Não Obsoleto;37%;1097.47;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
BANHO SECO;2;Não Obsoleto;37%;1097.47;
BANHO ULTRASSÔNICO;2;Não Obsoleto;87%;739.20;
CONTADOR DE CÉLULAS;2;Não Obsoleto;37%;774.50;
CENTRÍFUGA;2;Não Obsoleto;87%;6328.77;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
CENTRÍFUGA;2;Não Obsoleto;55%;4465.75;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
CENTRÍFUGA;2;Não Obsoleto;37%;31356.16;
CENTRÍFUGA;2;Não Obsoleto;37%;31356.16;
CENTRÍFUGA;2;Não Obsoleto;37%;31356.16;
CENTRÍFUGA;2;Não Obsoleto;37%;31356.16;
TERMÔMETRO;7;Não Obsoleto;87%;15.19;
CENTRÍFUGA;2;Não Obsoleto;37%;31356.16;
CENTRÍFUGA;2;Não Obsoleto;37%;56441.10;
CENTRÍFUGA;2;Não Obsoleto;37%;37627.40;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TERMÔMETRO;1;Não Obsoleto;87%;15.19;
TONÔMETRO;1;Não Obsoleto;87%;821.60;
TONÔMETRO;1;Não Obsoleto;87%;821.60;
TOPÓGRAFO DE CÓRNEA;1;Não Obsoleto;87%;9371.40;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;87%;3164.38;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;87%;3164.38;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;87%;2898.58;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;87%;3164.38;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;87%;3164.38;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;87%;3164.38;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;78%;5458.90;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;87%;3731.14;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;87%;6483.35;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;78%;5458.90;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;87%;3164.38;
TROMBOELASTÓGRAFO;1;Não Obsoleto;87%;77403.35;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRAFREEZER;1;Não Obsoleto;87%;9493.15;
ULTRASSOM;1;Não Obsoleto;87%;18986.30;
ULTRASSOM;1;Não Obsoleto;80%;31636.99;
ULTRASSOM;1;Não Obsoleto;87%;18986.30;
ULTRASSOM TERAPÊUTICO;1;Não Obsoleto;87%;632.88;
ULTRASSOM TERAPÊUTICO;1;Não Obsoleto;87%;632.88;
UMIDIFICADOR;1;Não Obsoleto;87%;316.44;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;80%;2686.64;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;77%;3079.53;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;87%;1898.63;
UMIDIFICADOR;1;Não Obsoleto;77%;3079.53;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3382.19;
UMIDIFICADOR;1;Não Obsoleto;77%;3079.53;
VAPORIZADOR DE ISOFLURANO;1;Não Obsoleto;87%;2025.21;
VENTILADOR DE ALTA FREQUENCIA;6;Não Obsoleto;87%;23467.07;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14168.40;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14098.60;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14116.05;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14168.40;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14133.50;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14168.40;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14116.05;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14133.50;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14098.60;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14116.05;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14098.60;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14168.40;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14098.60;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14133.50;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14133.50;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14116.05;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14168.40;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14133.50;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
CENTRÍFUGA REFRIGERADA;3;Obsoleto;107%;-5139.73;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14098.60;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;1;Não Obsoleto;78%;14098.60;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VENTILADOR PULMONAR;7;Não Obsoleto;87%;4430.14;
VIDEOBRONCOSCÓPIO;6;Não Obsoleto;87%;7995.99;
VIDEOCOLONOSCÓPIO;1;Não Obsoleto;83%;17227.30;
VIDEOCOLONOSCÓPIO;1;Não Obsoleto;83%;17227.30;
VIDEOCOLONOSCÓPIO;1;Não Obsoleto;83%;17227.30;
VIDEOCOLONOSCÓPIO;1;Não Obsoleto;83%;17227.30;
VIDEOCOLONOSCÓPIO;1;Não Obsoleto;83%;17227.30;
VIDEOCOLONOSCÓPIO;1;Não Obsoleto;87%;10758.90;
VIDEODUODENOSCÓPIO;1;Não Obsoleto;83%;12179.45;
VIDEODUODENOSCÓPIO;1;Não Obsoleto;83%;12179.45;
VIDEODUODENOSCÓPIO;1;Não Obsoleto;83%;12179.55;
VIDEODUODENOSCÓPIO;1;Não Obsoleto;83%;12179.45;
VIDEOGASTROSCÓPIO;1;Não Obsoleto;83%;13741.35;
VIDEOGASTROSCÓPIO;1;Não Obsoleto;83%;13741.35;
VIDEOGASTROSCÓPIO;1;Não Obsoleto;83%;13741.35;
VIDEOGASTROSCÓPIO;1;Não Obsoleto;83%;13741.35;
VIDEOGASTROSCÓPIO;1;Não Obsoleto;83%;13741.35;
VIDEOLARINGOSCÓPIO;6;Não Obsoleto;87%;2569.41;
VIDEOLARINGOSCÓPIO;6;Não Obsoleto;87%;2569.41;
AGITADOR;1;Não Obsoleto;77%;453.70;
AGITADOR;1;Não Obsoleto;77%;453.70;
AGITADOR DE TUBOS;1;Não Obsoleto;77%;340.27;
AGITADOR DE TUBOS;1;Não Obsoleto;77%;340.27;
AGITADOR DE TUBOS;1;Não Obsoleto;77%;340.27;
AGITADOR DE TUBOS;1;Não Obsoleto;77%;340.27;
AGITADOR DE TUBOS;6;Não Obsoleto;77%;340.27;
AGITADOR DE TUBOS;1;Não Obsoleto;77%;340.27;
AGITADOR DE TUBOS;1;Não Obsoleto;77%;340.27;
CENTRÍFUGA REFRIGERADA;2;Não Obsoleto;87%;8860.27;
AMOSTRADOR AUTOMÁTICO;1;Não Obsoleto;77%;1361.10;
ANALISADOR BIOQUIMICO;1;Não Obsoleto;77%;5671.23;
ANALISADOR DE BIOIMPEDÊNCIA;1;Não Obsoleto;77%;6805.48;
ANALISADOR DE GASES;1;Não Obsoleto;77%;15955.22;
ANALISADOR DE GASES;1;Não Obsoleto;77%;15955.22;
ANALISADOR DE O2 E CO2;1;Não Obsoleto;77%;543.08;
ESTATIVA;4;Obsoleto;107%;-7342.47;
CAPELA DE EXAUSTÃO;2;Obsoleto;155%;-3345.40;
CENTRÍFUGA REFRIGERADA;3;Obsoleto;107%;-5139.73;
ESTATIVA;4;Obsoleto;107%;-7342.47;
ESTATIVA;4;Não Obsoleto;14%;86246.58;
APARELHO DE EMISSÕES OTOACÚSTICAS;1;Não Obsoleto;77%;15879.45;
APARELHO PARA TESTE DO SONO;1;Não Obsoleto;72%;8506.85;
APARELHO PARA TESTE DO SONO;1;Não Obsoleto;74%;7758.90;
APARELHO PARA TESTE DO SONO;1;Não Obsoleto;77%;6805.48;
AQUECEDOR DE TUBOS;1;Não Obsoleto;77%;3402.74;
AQUECEDOR DE TUBOS;1;Não Obsoleto;77%;3402.74;
EQUIPAMENTO DE TERAPIA À VÁCUO;4;Não Obsoleto;6%;0.00;
ASPIRADOR CIRÚRGICO;1;Não Obsoleto;77%;2268.49;
ASPIRADOR CIRÚRGICO;6;Não Obsoleto;77%;2268.49;
ASPIRADOR CIRÚRGICO;1;Não Obsoleto;77%;2268.49;
ASPIRADOR ULTRASSÔNICO;1;Não Obsoleto;72%;79992.08;
AUDIÔMETRO;1;Não Obsoleto;77%;3660.21;
AUTO REFRATOR;1;Não Obsoleto;71%;15821.92;
BALANÇA ANALÍTICA;1;Não Obsoleto;77%;1946.37;
BALANÇA ANALÍTICA;1;Não Obsoleto;68%;2483.39;
BALANÇA ANALÍTICA;1;Não Obsoleto;77%;1946.37;
BALANÇA ANALÍTICA;1;Não Obsoleto;77%;1946.37;
BALANÇA ANTROPOMÉTRICA;1;Não Obsoleto;77%;340.27;
BALANÇA ANTROPOMÉTRICA;1;Não Obsoleto;77%;340.27;
BALANÇA ANTROPOMÉTRICA;1;Não Obsoleto;77%;340.27;
BALANÇA ANTROPOMÉTRICA;6;Não Obsoleto;77%;362.96;
BALANÇA COMPARATIVA DE DOIS PRATOS (ROBERVAL);1;Não Obsoleto;77%;181.48;
BALANÇA DE BANCADA;1;Não Obsoleto;77%;340.27;
BALANÇA NEONATAL;6;Não Obsoleto;77%;408.33;
BALANÇA PARA PACIENTE ACAMADO;7;Não Obsoleto;77%;1814.79;
BALANÇA PARA PACIENTE ACAMADO;7;Não Obsoleto;77%;1814.79;
BALANÇA PLATAFORMA INDUSTRIAL;1;Não Obsoleto;73%;383.98;
BALANÇA PLATAFORMA INDUSTRIAL;1;Não Obsoleto;77%;226.85;
BALANÇA PLATAFORMA INDUSTRIAL;1;Não Obsoleto;77%;226.85;
BALANÇA SEMI-ANALÍTICA;1;Não Obsoleto;77%;1474.52;
BANHO MARIA;1;Não Obsoleto;77%;516.99;
BANHO MARIA;1;Não Obsoleto;77%;516.99;
BANHO MARIA;1;Não Obsoleto;77%;516.99;
BANHO MARIA;1;Não Obsoleto;78%;297.70;
BANHO MARIA;1;Não Obsoleto;77%;516.99;
BANHO MARIA;1;Não Obsoleto;77%;516.99;
BANHO MARIA;6;Não Obsoleto;77%;585.27;
BILIRRUBINÔMETRO;6;Não Obsoleto;77%;4181.14;
BILIRRUBINÔMETRO;6;Não Obsoleto;77%;4181.14;
EQUIPAMENTO DE TERAPIA À VÁCUO;4;Não Obsoleto;1%;13892.60;
BISTURI ELÉTRICO;1;Não Obsoleto;77%;22684.93;
BISTURI ULTRASSÔNICO;1;Não Obsoleto;77%;76803.47;
